,categoria_produto,data_compra,produto_nome
600,instrumentos musicais,2021/12/02,Bateria
601,moveis,2021/12/02,Guarda roupas
602,utilidades domesticas,2021/12/02,Jogo de panelas
603,eletrodomesticos,2021/12/02,Secadora de roupas
604,eletrodomesticos,2021/12/02,Lavadora de roupas
605,eletrodomesticos,2021/12/02,Lava louças
606,utilidades domesticas,2022/12/02,Faqueiro
607,moveis,2022/12/02,Cama king
608,brinquedos,2022/12/02,Cubo mágico 8x8
609,eletrodomesticos,2022/12/02,Fogão
610,moveis,2022/12/02,Kit banquetas
611,esporte e lazer,2022/12/02,Mochila
612,esporte e lazer,2022/12/02,Bola de vôlei
613,utilidades domesticas,2020/01/03,Panela de pressão
614,moveis,2020/01/03,Cômoda
615,instrumentos musicais,2020/01/03,Bateria
616,gadgets,2020/01/03,Celular ABXY
617,gadgets,2020/01/03,Impressora
618,gadgets,2020/01/03,Fone de ouvido
619,gadgets,2020/01/03,Tablet ABXY
620,moveis,2020/01/03,Cama box
621,utilidades domesticas,2020/01/03,Panela de pressão
622,esporte e lazer,2020/01/03,Bola de vôlei
623,eletrodomesticos,2020/01/03,Fogão
624,moveis,2020/01/03,Cama king
625,eletrodomesticos,2020/01/03,Fogão
626,moveis,2020/01/03,Guarda roupas
627,gadgets,2020/01/03,Assistente virtual
628,moveis,2020/01/03,Kit banquetas
629,brinquedos,2020/01/03,Blocos de montar
630,moveis,2021/01/03,Cama box
631,esporte e lazer,2021/01/03,Copo térmico
632,gadgets,2021/01/03,Smart TV
633,esporte e lazer,2021/01/03,Bicicleta
634,livros,2021/01/03,Dashboards com Power BI
635,instrumentos musicais,2021/01/03,Guitarra
636,gadgets,2021/01/03,TV Led UHD 4K
637,moveis,2021/01/03,Poltrona
638,livros,2021/01/03,Ciência de dados com python
639,gadgets,2021/01/03,Tablet ABXY
640,moveis,2021/01/03,Cama box
641,livros,2021/01/03,Ciência de dados com python
642,gadgets,2021/01/03,Assistente virtual
643,gadgets,2021/01/03,Celular ABXY
644,gadgets,2022/01/03,Impressora
645,gadgets,2022/01/03,Smart TV
646,gadgets,2022/01/03,Smart TV
647,moveis,2022/01/03,Poltrona
648,brinquedos,2022/01/03,Xadrez de madeira
649,instrumentos musicais,2022/01/03,Bateria
650,esporte e lazer,2023/01/03,Bola de basquete
651,livros,2023/01/03,Ciência de dados com python
652,instrumentos musicais,2023/01/03,Bateria
653,brinquedos,2023/01/03,Jogo de tabuleiro
654,moveis,2023/01/03,Cama king
655,brinquedos,2023/01/03,Jogo de tabuleiro
656,esporte e lazer,2023/01/03,Bola de basquete
657,instrumentos musicais,2023/01/03,Violão
658,brinquedos,2023/01/03,Jogo de tabuleiro
659,eletrodomesticos,2023/01/03,Micro-ondas
660,brinquedos,2023/01/03,Boneca bebê
661,moveis,2023/01/03,Cadeira de escritório
662,esporte e lazer,2020/02/03,Bicicleta
663,moveis,2020/02/03,Cama king
664,brinquedos,2020/02/03,Jogo de tabuleiro
665,gadgets,2020/02/03,Smartwatch
666,moveis,2020/02/03,Cômoda
667,brinquedos,2021/02/03,Dinossauro Rex
668,brinquedos,2021/02/03,Boneca bebê
669,eletrodomesticos,2021/02/03,Lava louças
670,livros,2021/02/03,Ciência de dados com python
671,gadgets,2022/02/03,Celular ABXY
672,moveis,2022/02/03,Poltrona
673,moveis,2022/02/03,Cadeira de escritório
674,esporte e lazer,2022/02/03,Corda de pular
675,moveis,2022/02/03,Cadeira de escritório
676,livros,2022/02/03,Dashboards com Power BI
677,moveis,2022/02/03,Cama box
678,brinquedos,2022/02/03,Carrinho controle remoto
679,gadgets,2023/02/03,Smart TV
680,esporte e lazer,2023/02/03,Bola de vôlei
681,gadgets,2023/02/03,TV Led UHD 4K
682,moveis,2023/02/03,Sofá retrátil
683,moveis,2023/02/03,Guarda roupas
684,esporte e lazer,2023/02/03,Corda de pular
685,utilidades domesticas,2023/02/03,Faqueiro
686,utilidades domesticas,2023/02/03,Jogo de panelas
687,livros,2023/02/03,Ciência de dados com python
688,esporte e lazer,2020/03/03,Bola de vôlei
689,moveis,2020/03/03,Mesa de jantar
690,brinquedos,2020/03/03,Carrinho controle remoto
691,brinquedos,2020/03/03,Dinossauro Rex
692,instrumentos musicais,2021/03/03,Guitarra
693,eletrodomesticos,2021/03/03,Geladeira
694,esporte e lazer,2021/03/03,Copo térmico
695,gadgets,2021/03/03,Impressora
696,livros,2021/03/03,Iniciando em programação
697,esporte e lazer,2021/03/03,Copo térmico
698,brinquedos,2021/03/03,Carrinho controle remoto
699,moveis,2021/03/03,Cadeira de escritório
700,esporte e lazer,2022/03/03,Bola de vôlei
701,gadgets,2022/03/03,Impressora
702,brinquedos,2022/03/03,Cubo mágico 8x8
703,gadgets,2022/03/03,Assistente virtual
704,gadgets,2022/03/03,Headset
705,gadgets,2022/03/03,Smart TV
706,esporte e lazer,2022/03/03,Corda de pular
707,eletrodomesticos,2022/03/03,Lavadora de roupas
708,esporte e lazer,2022/03/03,Bola de basquete
709,esporte e lazer,2022/03/03,Mochila
710,esporte e lazer,2022/03/03,Bicicleta
711,gadgets,2023/03/03,Celular Plus X42
712,esporte e lazer,2023/03/03,Bola de vôlei
713,moveis,2023/03/03,Cômoda
714,esporte e lazer,2023/03/03,Copo térmico
715,instrumentos musicais,2023/03/03,Pandeiro
716,livros,2023/03/03,Iniciando em programação
717,moveis,2023/03/03,Guarda roupas
718,eletrodomesticos,2023/03/03,Lava louças
719,instrumentos musicais,2023/03/03,Guitarra
720,eletrodomesticos,2023/03/03,Lava louças
721,gadgets,2023/03/03,Smartwatch
722,gadgets,2023/03/03,Headset
723,moveis,2020/04/03,Cama king
724,gadgets,2020/04/03,Fone de ouvido
725,eletrodomesticos,2020/04/03,Lavadora de roupas
726,gadgets,2020/04/03,Headset
727,gadgets,2020/04/03,Smart TV
728,esporte e lazer,2020/04/03,Copo térmico
729,gadgets,2020/04/03,Assistente virtual
730,utilidades domesticas,2020/04/03,Jogo de copos
731,utilidades domesticas,2020/04/03,Jogo de panelas
732,gadgets,2020/04/03,Celular Plus X42
733,eletrodomesticos,2020/04/03,Geladeira
734,gadgets,2020/04/03,Impressora
735,livros,2020/04/03,Ciência de dados com python
736,instrumentos musicais,2021/04/03,Pandeiro
737,esporte e lazer,2021/04/03,Bola de basquete
738,utilidades domesticas,2021/04/03,Jogo de copos
739,brinquedos,2021/04/03,Boneca bebê
740,utilidades domesticas,2021/04/03,Jogo de copos
741,utilidades domesticas,2021/04/03,Jogo de copos
742,livros,2021/04/03,Dashboards com Power BI
743,instrumentos musicais,2022/04/03,Bateria
744,brinquedos,2022/04/03,Cubo mágico 8x8
745,eletrodomesticos,2022/04/03,Micro-ondas
746,brinquedos,2022/04/03,Cubo mágico 8x8
747,moveis,2022/04/03,Mesa de jantar
748,utilidades domesticas,2022/04/03,Panela de pressão
749,utilidades domesticas,2022/04/03,Faqueiro
750,moveis,2020/05/03,Mesa de jantar
751,moveis,2020/05/03,Mesa de jantar
752,gadgets,2020/05/03,Celular Plus X42
753,moveis,2020/05/03,Cama box
754,instrumentos musicais,2020/05/03,Pandeiro
755,gadgets,2020/05/03,Tablet ABXY
756,eletrodomesticos,2020/05/03,Secadora de roupas
757,brinquedos,2021/05/03,Blocos de montar
758,moveis,2021/05/03,Cama box
759,instrumentos musicais,2021/05/03,Bateria
760,utilidades domesticas,2021/05/03,Faqueiro
761,eletrodomesticos,2022/05/03,Micro-ondas
762,moveis,2022/05/03,Cama box
763,utilidades domesticas,2022/05/03,Faqueiro
764,esporte e lazer,2022/05/03,Bola de vôlei
765,moveis,2022/05/03,Mesa de jantar
766,utilidades domesticas,2022/05/03,Jogo de panelas
767,esporte e lazer,2022/05/03,Corda de pular
768,instrumentos musicais,2022/05/03,Bateria
769,esporte e lazer,2022/05/03,Copo térmico
770,gadgets,2020/06/03,Celular Plus X42
771,utilidades domesticas,2020/06/03,Panela de pressão
772,moveis,2020/06/03,Cadeira de escritório
773,livros,2020/06/03,Iniciando em programação
774,moveis,2020/06/03,Poltrona
775,moveis,2020/06/03,Mesa de centro
776,gadgets,2020/06/03,Assistente virtual
777,moveis,2021/06/03,Guarda roupas
778,livros,2021/06/03,Modelagem preditiva
779,moveis,2021/06/03,Cômoda
780,gadgets,2021/06/03,Celular Plus X42
781,moveis,2021/06/03,Cômoda
782,moveis,2022/06/03,Guarda roupas
783,esporte e lazer,2022/06/03,Bola de basquete
784,esporte e lazer,2022/06/03,Mochila
785,utilidades domesticas,2022/06/03,Jogo de copos
786,instrumentos musicais,2022/06/03,Violão
787,brinquedos,2022/06/03,Blocos de montar
788,esporte e lazer,2022/06/03,Bola de vôlei
789,moveis,2022/06/03,Mesa de centro
790,gadgets,2022/06/03,Fone de ouvido
791,gadgets,2020/07/03,Celular ABXY
792,instrumentos musicais,2020/07/03,Bateria
793,instrumentos musicais,2020/07/03,Violão
794,gadgets,2020/07/03,Celular Plus X42
795,esporte e lazer,2020/07/03,Copo térmico
796,brinquedos,2020/07/03,Blocos de montar
797,moveis,2020/07/03,Cômoda
798,eletrodomesticos,2020/07/03,Lavadora de roupas
799,moveis,2020/07/03,Cama box
800,moveis,2020/07/03,Poltrona
801,instrumentos musicais,2020/07/03,Guitarra
802,moveis,2020/07/03,Guarda roupas
803,brinquedos,2020/07/03,Dinossauro Rex
804,instrumentos musicais,2020/07/03,Bateria
805,esporte e lazer,2021/07/03,Corda de pular
806,gadgets,2021/07/03,Celular ABXY
807,moveis,2021/07/03,Kit banquetas
808,instrumentos musicais,2021/07/03,Pandeiro
809,eletrodomesticos,2022/07/03,Fogão
810,instrumentos musicais,2022/07/03,Guitarra
811,gadgets,2022/07/03,Smart TV
812,utilidades domesticas,2022/07/03,Jogo de panelas
813,eletrodomesticos,2022/07/03,Secadora de roupas
814,instrumentos musicais,2022/07/03,Guitarra
815,gadgets,2022/07/03,Celular Plus X42
816,eletrodomesticos,2020/08/03,Lavadora de roupas
817,utilidades domesticas,2020/08/03,Faqueiro
818,brinquedos,2020/08/03,Blocos de montar
819,eletrodomesticos,2020/08/03,Lavadora de roupas
820,gadgets,2020/08/03,Tablet ABXY
821,utilidades domesticas,2020/08/03,Panela de pressão
822,brinquedos,2020/08/03,Cubo mágico 8x8
823,eletrodomesticos,2020/08/03,Lavadora de roupas
824,livros,2021/08/03,Ciência de dados com python
825,esporte e lazer,2021/08/03,Copo térmico
826,esporte e lazer,2021/08/03,Bicicleta
827,brinquedos,2021/08/03,Xadrez de madeira
828,moveis,2021/08/03,Cama king
829,livros,2021/08/03,Iniciando em programação
830,moveis,2021/08/03,Mesa de centro
831,moveis,2022/08/03,Mesa de centro
832,moveis,2022/08/03,Cama king
833,moveis,2022/08/03,Cadeira de escritório
834,utilidades domesticas,2022/08/03,Jogo de panelas
835,instrumentos musicais,2022/08/03,Guitarra
836,esporte e lazer,2022/08/03,Mochila
837,brinquedos,2022/08/03,Xadrez de madeira
838,gadgets,2020/09/03,Tablet ABXY
839,livros,2020/09/03,Iniciando em programação
840,esporte e lazer,2020/09/03,Corda de pular
841,moveis,2020/09/03,Cadeira de escritório
842,eletrodomesticos,2020/09/03,Geladeira
843,eletrodomesticos,2020/09/03,Lavadora de roupas
844,moveis,2020/09/03,Cama box
845,esporte e lazer,2020/09/03,Bola de basquete
846,esporte e lazer,2020/09/03,Copo térmico
847,gadgets,2020/09/03,TV Led UHD 4K
848,brinquedos,2020/09/03,Xadrez de madeira
849,moveis,2021/09/03,Mesa de jantar
850,moveis,2021/09/03,Cama king
851,moveis,2021/09/03,Cadeira de escritório
852,utilidades domesticas,2021/09/03,Jogo de copos
853,eletrodomesticos,2021/09/03,Geladeira
854,brinquedos,2021/09/03,Boneca bebê
855,eletrodomesticos,2021/09/03,Secadora de roupas
856,brinquedos,2021/09/03,Cubo mágico 8x8
857,moveis,2021/09/03,Mesa de centro
858,brinquedos,2021/09/03,Carrinho controle remoto
859,moveis,2022/09/03,Cama box
860,esporte e lazer,2022/09/03,Bicicleta
861,gadgets,2022/09/03,Headset
862,eletrodomesticos,2022/09/03,Fogão
863,gadgets,2022/09/03,Impressora
864,gadgets,2022/09/03,Smartwatch
865,instrumentos musicais,2022/09/03,Bateria
866,instrumentos musicais,2022/09/03,Bateria
867,gadgets,2022/09/03,Tablet ABXY
868,esporte e lazer,2022/09/03,Bola de basquete
869,gadgets,2022/09/03,Smart TV
870,gadgets,2022/09/03,Celular Plus X42
871,utilidades domesticas,2022/09/03,Faqueiro
872,eletrodomesticos,2020/10/03,Lava louças
873,gadgets,2020/10/03,TV Led UHD 4K
874,utilidades domesticas,2020/10/03,Jogo de panelas
875,moveis,2020/10/03,Mesa de jantar
876,gadgets,2020/10/03,Smartwatch
877,brinquedos,2020/10/03,Carrinho controle remoto
878,moveis,2021/10/03,Poltrona
879,esporte e lazer,2021/10/03,Mochila
880,gadgets,2021/10/03,Fone de ouvido
881,gadgets,2021/10/03,Smart TV
882,livros,2021/10/03,Dashboards com Power BI
883,gadgets,2021/10/03,TV Led UHD 4K
884,eletrodomesticos,2022/10/03,Fogão
885,eletrodomesticos,2022/10/03,Lavadora de roupas
886,gadgets,2022/10/03,Headset
887,brinquedos,2022/10/03,Xadrez de madeira
888,eletrodomesticos,2020/11/03,Lava louças
889,livros,2020/11/03,Dashboards com Power BI
890,gadgets,2020/11/03,Impressora
891,eletrodomesticos,2020/11/03,Lava louças
892,brinquedos,2020/11/03,Dinossauro Rex
893,eletrodomesticos,2021/11/03,Lava louças
894,instrumentos musicais,2021/11/03,Bateria
895,brinquedos,2021/11/03,Boneca bebê
896,esporte e lazer,2021/11/03,Corda de pular
897,eletrodomesticos,2021/11/03,Geladeira
898,eletrodomesticos,2021/11/03,Micro-ondas
899,brinquedos,2021/11/03,Xadrez de madeira
900,moveis,2021/11/03,Cômoda
901,livros,2021/11/03,Dashboards com Power BI
902,instrumentos musicais,2022/11/03,Violão
903,gadgets,2022/11/03,Smartwatch
904,eletrodomesticos,2022/11/03,Lavadora de roupas
905,utilidades domesticas,2022/11/03,Jogo de panelas
906,esporte e lazer,2022/11/03,Bola de vôlei
907,livros,2022/11/03,Modelagem preditiva
908,brinquedos,2020/12/03,Blocos de montar
909,brinquedos,2020/12/03,Cubo mágico 8x8
910,moveis,2020/12/03,Cama king
911,instrumentos musicais,2020/12/03,Violão
912,brinquedos,2020/12/03,Blocos de montar
913,esporte e lazer,2020/12/03,Mochila
914,moveis,2021/12/03,Guarda roupas
915,eletrodomesticos,2021/12/03,Geladeira
916,gadgets,2021/12/03,Assistente virtual
917,esporte e lazer,2021/12/03,Bicicleta
918,eletrodomesticos,2021/12/03,Secadora de roupas
919,livros,2021/12/03,Modelagem preditiva
920,instrumentos musicais,2021/12/03,Bateria
921,brinquedos,2021/12/03,Boneca bebê
922,brinquedos,2021/12/03,Carrinho controle remoto
923,gadgets,2021/12/03,Tablet ABXY
924,utilidades domesticas,2022/12/03,Faqueiro
925,gadgets,2022/12/03,Celular Plus X42
926,brinquedos,2022/12/03,Xadrez de madeira
927,gadgets,2022/12/03,Celular ABXY
928,eletrodomesticos,2022/12/03,Geladeira
929,moveis,2022/12/03,Cama king
930,instrumentos musicais,2020/01/04,Violão
931,moveis,2020/01/04,Guarda roupas
932,gadgets,2020/01/04,Headset
933,gadgets,2020/01/04,Impressora
934,moveis,2020/01/04,Cama box
935,moveis,2020/01/04,Cama king
936,instrumentos musicais,2020/01/04,Pandeiro
937,esporte e lazer,2021/01/04,Mochila
938,utilidades domesticas,2021/01/04,Panela de pressão
939,gadgets,2021/01/04,Headset
940,brinquedos,2021/01/04,Cubo mágico 8x8
941,gadgets,2022/01/04,Tablet ABXY
942,esporte e lazer,2022/01/04,Copo térmico
943,moveis,2022/01/04,Mesa de jantar
944,gadgets,2022/01/04,Smartwatch
945,utilidades domesticas,2022/01/04,Jogo de copos
946,eletrodomesticos,2022/01/04,Fogão
947,gadgets,2022/01/04,Assistente virtual
948,utilidades domesticas,2022/01/04,Panela de pressão
949,esporte e lazer,2022/01/04,Copo térmico
950,moveis,2023/01/04,Guarda roupas
951,esporte e lazer,2023/01/04,Corda de pular
952,brinquedos,2023/01/04,Blocos de montar
953,utilidades domesticas,2023/01/04,Faqueiro
954,esporte e lazer,2023/01/04,Bicicleta
955,gadgets,2023/01/04,Smart TV
956,utilidades domesticas,2023/01/04,Faqueiro
957,moveis,2023/01/04,Mesa de centro
958,brinquedos,2023/01/04,Boneca bebê
959,gadgets,2023/01/04,Celular ABXY
960,moveis,2020/02/04,Cama box
961,gadgets,2020/02/04,TV Led UHD 4K
962,moveis,2020/02/04,Cadeira de escritório
963,eletrodomesticos,2020/02/04,Lava louças
964,eletrodomesticos,2020/02/04,Lava louças
965,eletrodomesticos,2020/02/04,Fogão
966,gadgets,2020/02/04,Smartwatch
967,instrumentos musicais,2020/02/04,Pandeiro
968,eletrodomesticos,2020/02/04,Lava louças
969,utilidades domesticas,2020/02/04,Jogo de panelas
970,esporte e lazer,2021/02/04,Bola de vôlei
971,gadgets,2021/02/04,TV Led UHD 4K
972,gadgets,2021/02/04,Tablet ABXY
973,instrumentos musicais,2021/02/04,Violão
974,brinquedos,2021/02/04,Carrinho controle remoto
975,eletrodomesticos,2021/02/04,Lava louças
976,esporte e lazer,2021/02/04,Bola de basquete
977,gadgets,2021/02/04,Impressora
978,moveis,2021/02/04,Cama box
979,brinquedos,2021/02/04,Blocos de montar
980,moveis,2022/02/04,Mesa de jantar
981,livros,2022/02/04,Iniciando em programação
982,brinquedos,2022/02/04,Dinossauro Rex
983,esporte e lazer,2022/02/04,Bola de vôlei
984,moveis,2022/02/04,Guarda roupas
985,brinquedos,2022/02/04,Dinossauro Rex
986,brinquedos,2022/02/04,Dinossauro Rex
987,eletrodomesticos,2023/02/04,Secadora de roupas
988,gadgets,2023/02/04,Impressora
989,brinquedos,2023/02/04,Blocos de montar
990,esporte e lazer,2023/02/04,Mochila
991,livros,2023/02/04,Modelagem preditiva
992,brinquedos,2023/02/04,Blocos de montar
993,gadgets,2023/02/04,Smart TV
994,livros,2023/02/04,Modelagem preditiva
995,moveis,2023/02/04,Cama king
996,esporte e lazer,2023/02/04,Bicicleta
997,brinquedos,2023/02/04,Boneca bebê
998,esporte e lazer,2023/02/04,Bicicleta
999,brinquedos,2020/03/04,Cubo mágico 8x8
1000,eletrodomesticos,2020/03/04,Micro-ondas
1001,eletrodomesticos,2021/03/04,Micro-ondas
1002,utilidades domesticas,2021/03/04,Panela de pressão
1003,eletrodomesticos,2021/03/04,Lavadora de roupas
1004,brinquedos,2021/03/04,Carrinho controle remoto
1005,esporte e lazer,2022/03/04,Bicicleta
1006,gadgets,2022/03/04,Assistente virtual
1007,gadgets,2022/03/04,Tablet ABXY
1008,utilidades domesticas,2023/03/04,Jogo de copos
1009,moveis,2023/03/04,Cômoda
1010,gadgets,2023/03/04,Tablet ABXY
1011,esporte e lazer,2023/03/04,Corda de pular
1012,livros,2023/03/04,Ciência de dados com python
1013,utilidades domesticas,2023/03/04,Faqueiro
1014,instrumentos musicais,2023/03/04,Pandeiro
1015,moveis,2023/03/04,Cadeira de escritório
1016,eletrodomesticos,2020/04/04,Micro-ondas
1017,gadgets,2020/04/04,Fone de ouvido
1018,eletrodomesticos,2020/04/04,Lavadora de roupas
1019,gadgets,2020/04/04,Impressora
1020,gadgets,2020/04/04,TV Led UHD 4K
1021,moveis,2021/04/04,Cadeira de escritório
1022,esporte e lazer,2021/04/04,Copo térmico
1023,moveis,2021/04/04,Cama king
1024,gadgets,2022/04/04,Smartwatch
1025,brinquedos,2022/04/04,Carrinho controle remoto
1026,moveis,2022/04/04,Guarda roupas
1027,esporte e lazer,2022/04/04,Bicicleta
1028,gadgets,2022/04/04,Assistente virtual
1029,instrumentos musicais,2022/04/04,Pandeiro
1030,moveis,2020/05/04,Cama box
1031,gadgets,2020/05/04,Smartwatch
1032,brinquedos,2020/05/04,Blocos de montar
1033,moveis,2020/05/04,Cama king
1034,gadgets,2021/05/04,Smart TV
1035,livros,2021/05/04,Modelagem preditiva
1036,gadgets,2021/05/04,Fone de ouvido
1037,eletrodomesticos,2022/05/04,Lavadora de roupas
1038,moveis,2022/05/04,Cama king
1039,moveis,2022/05/04,Mesa de centro
1040,gadgets,2020/06/04,Tablet ABXY
1041,esporte e lazer,2020/06/04,Bola de vôlei
1042,eletrodomesticos,2020/06/04,Lavadora de roupas
1043,esporte e lazer,2020/06/04,Bola de basquete
1044,brinquedos,2020/06/04,Dinossauro Rex
1045,eletrodomesticos,2020/06/04,Lava louças
1046,gadgets,2020/06/04,Tablet ABXY
1047,brinquedos,2020/06/04,Cubo mágico 8x8
1048,gadgets,2021/06/04,Impressora
1049,instrumentos musicais,2021/06/04,Pandeiro
1050,livros,2021/06/04,Modelagem preditiva
1051,brinquedos,2021/06/04,Jogo de tabuleiro
1052,esporte e lazer,2021/06/04,Bicicleta
1053,moveis,2021/06/04,Mesa de jantar
1054,eletrodomesticos,2021/06/04,Lava louças
1055,esporte e lazer,2021/06/04,Copo térmico
1056,instrumentos musicais,2021/06/04,Bateria
1057,livros,2021/06/04,Modelagem preditiva
1058,moveis,2021/06/04,Cadeira de escritório
1059,utilidades domesticas,2022/06/04,Faqueiro
1060,brinquedos,2022/06/04,Jogo de tabuleiro
1061,livros,2022/06/04,Ciência de dados com python
1062,eletrodomesticos,2022/06/04,Micro-ondas
1063,instrumentos musicais,2022/06/04,Violão
1064,instrumentos musicais,2022/06/04,Bateria
1065,esporte e lazer,2022/06/04,Copo térmico
1066,esporte e lazer,2022/06/04,Bola de basquete
1067,eletrodomesticos,2022/06/04,Geladeira
1068,gadgets,2022/06/04,Smart TV
1069,moveis,2022/06/04,Guarda roupas
1070,moveis,2022/06/04,Cadeira de escritório
1071,utilidades domesticas,2020/07/04,Faqueiro
1072,moveis,2020/07/04,Kit banquetas
1073,esporte e lazer,2021/07/04,Bola de vôlei
